title,identifier,url,date,pages,thumb_url,views,color,per_text,pen_color
"Marion Stokes Journal (May 6, 1966)",marionstokesjournal1966-05-06,http://archive.org/details/marionstokesjournal1966-05-06,date:[1966-05-06],0,https://archive.org/download/marionstokesjournal1966-05-06/__ia_thumb.jpg,3,[221 200 163],12.2,undetermined
"Marion Stokes Journal (May 9, 1966)",marionstokesjournal1966-05-09,http://archive.org/details/marionstokesjournal1966-05-09,date:[1966-05-09],0,https://archive.org/download/marionstokesjournal1966-05-09/__ia_thumb.jpg,4,[239 238 235],14.2,undetermined
"Marion Stokes Journal (May 17, 1966)",marionstokesjournal1966-05-17,http://archive.org/details/marionstokesjournal1966-05-17,date:[1966-05-17],0,https://archive.org/download/marionstokesjournal1966-05-17/__ia_thumb.jpg,2,[236 236 233],12.6,undetermined
"Marion Stokes Journal (May 22, 1966)",marionstokesjournal1966-05-22,http://archive.org/details/marionstokesjournal1966-05-22,date:[1966-05-22],0,https://archive.org/download/marionstokesjournal1966-05-22/__ia_thumb.jpg,4,[236 236 234],12.8,undetermined
"Marion Stokes Journal (May 30, 1966)",marionstokesjournal1966-05-30,http://archive.org/details/marionstokesjournal1966-05-30,date:[1966-05-30],0,https://archive.org/download/marionstokesjournal1966-05-30/__ia_thumb.jpg,6,[238 234 227],8.2,undetermined
"Marion Stokes Journal (May 31, 1966)",marionstokesjournal1966-05-31,http://archive.org/details/marionstokesjournal1966-05-31,date:[1966-05-31],0,https://archive.org/download/marionstokesjournal1966-05-31/__ia_thumb.jpg,4,[237 234 227],4.2,undetermined
"Marion Stokes Journal (June 2, 1966)",marionstokesjournal1966-06-02,http://archive.org/details/marionstokesjournal1966-06-02,date:[1966-06-02],0,https://archive.org/download/marionstokesjournal1966-06-02/__ia_thumb.jpg,3,[230 227 218],17.5,undetermined
"Marion Stokes Journal (June 6, 1966)",marionstokesjournal1966-06-06,http://archive.org/details/marionstokesjournal1966-06-06,date:[1966-06-06],0,https://archive.org/download/marionstokesjournal1966-06-06/__ia_thumb.jpg,2,[208 172 131],14.1,undetermined
"Marion Stokes Journal (June 7, 1966)",marionstokesjournal1966-06-07,http://archive.org/details/marionstokesjournal1966-06-07,date:[1966-06-07],0,https://archive.org/download/marionstokesjournal1966-06-07/__ia_thumb.jpg,4,[241 239 227],13.4,undetermined
"Marion Stokes Journal (June 9, 1966)",marionstokesjournal1966-06-09,http://archive.org/details/marionstokesjournal1966-06-09,date:[1966-06-09],0,https://archive.org/download/marionstokesjournal1966-06-09/__ia_thumb.jpg,2,[242 240 227],11.0,undetermined
"Marion Stokes Journal (June 11, 1966)",marionstokesjournal1966-06-11,http://archive.org/details/marionstokesjournal1966-06-11,date:[1966-06-11],0,https://archive.org/download/marionstokesjournal1966-06-11/__ia_thumb.jpg,2,[235 232 220],14.4,undetermined
"Marion Stokes Journal (June 12, 1966)",marionstokesjournal1966-06-12,http://archive.org/details/marionstokesjournal1966-06-12,date:[1966-06-12],0,https://archive.org/download/marionstokesjournal1966-06-12/__ia_thumb.jpg,3,[246 230 159],21.6,undetermined
"Marion Stokes Journal (June 25, 1966)",marionstokesjournal1966-06-25,http://archive.org/details/marionstokesjournal1966-06-25,date:[1966-06-25],0,https://archive.org/download/marionstokesjournal1966-06-25/__ia_thumb.jpg,3,[235 232 226],14.6,undetermined
"Marion Stokes Journal (June 26, 1966)",marionstokesjournal1966-06-26,http://archive.org/details/marionstokesjournal1966-06-26,date:[1966-06-26],0,https://archive.org/download/marionstokesjournal1966-06-26/__ia_thumb.jpg,4,[204 169 127],10.5,undetermined
"Marion Stokes Journal (June 28, 1966)",marionstokesjournal1966-06-28,http://archive.org/details/marionstokesjournal1966-06-28,date:[1966-06-28],0,https://archive.org/download/marionstokesjournal1966-06-28/__ia_thumb.jpg,4,[209 174 132],13.6,undetermined
"Marion Stokes Journal (July 12, 1966)",marionstokesjournal1966-07-12,http://archive.org/details/marionstokesjournal1966-07-12,date:[1966-07-12],0,https://archive.org/download/marionstokesjournal1966-07-12/__ia_thumb.jpg,3,[237 237 235],13.8,undetermined
"Marion Stokes Journal (July 13, 1966)",marionstokesjournal1966-07-13,http://archive.org/details/marionstokesjournal1966-07-13,date:[1966-07-13],0,https://archive.org/download/marionstokesjournal1966-07-13/__ia_thumb.jpg,2,[237 236 233],12.9,undetermined
"Marion Stokes Journal (July 16, 1966)",marionstokesjournal1966-07-16,http://archive.org/details/marionstokesjournal1966-07-16,date:[1966-07-16],0,https://archive.org/download/marionstokesjournal1966-07-16/__ia_thumb.jpg,4,[237 233 231],14.4,undetermined
"Marion Stokes Journal (July 17, 1966)",marionstokesjournal1966-07-17,http://archive.org/details/marionstokesjournal1966-07-17,date:[1966-07-17],0,https://archive.org/download/marionstokesjournal1966-07-17/__ia_thumb.jpg,3,[237 231 223],9.9,undetermined
"Marion Stokes Journal (July 19, 1966)",marionstokesjournal1966-07-19,http://archive.org/details/marionstokesjournal1966-07-19,date:[1966-07-19],0,https://archive.org/download/marionstokesjournal1966-07-19/__ia_thumb.jpg,3,[238 233 216],8.8,undetermined
"Marion Stokes Journal (July 26, 1966)",marionstokesjournal1966-07-26,http://archive.org/details/marionstokesjournal1966-07-26,date:[1966-07-26],0,https://archive.org/download/marionstokesjournal1966-07-26/__ia_thumb.jpg,3,[241 240 225],11.3,undetermined
"Marion Stokes Journal (July 31, 1966)",marionstokesjournal1966-07-31,http://archive.org/details/marionstokesjournal1966-07-31,date:[1966-07-31],0,https://archive.org/download/marionstokesjournal1966-07-31/__ia_thumb.jpg,2,[207 175 131],15.7,undetermined
"Marion Stokes Journal (August 8, 1966)",marionstokesjournal1966-08-08,http://archive.org/details/marionstokesjournal1966-08-08,date:[1966-08-08],0,https://archive.org/download/marionstokesjournal1966-08-08/__ia_thumb.jpg,3,[206 173 131],28.9,undetermined
"Marion Stokes Journal (August 10, 1966)",marionstokesjournal1966-08-10,http://archive.org/details/marionstokesjournal1966-08-10,date:[1966-08-10],0,https://archive.org/download/marionstokesjournal1966-08-10/__ia_thumb.jpg,3,[207 175 131],14.1,undetermined
"Marion Stokes Journal (August 13, 1966)",marionstokesjournal1966-08-13,http://archive.org/details/marionstokesjournal1966-08-13,date:[1966-08-13],0,https://archive.org/download/marionstokesjournal1966-08-13/__ia_thumb.jpg,2,[206 173 127],26.2,undetermined
"Marion Stokes Journal (August 13, 1966)",marionstokesjournal1966-08-15,http://archive.org/details/marionstokesjournal1966-08-15,date:[1966-08-13],0,https://archive.org/download/marionstokesjournal1966-08-15/__ia_thumb.jpg,4,[237 231 215],6.8,undetermined
"Marion Stokes Journal (August 16, 1966)",marionstokesjournal1966-08-16,http://archive.org/details/marionstokesjournal1966-08-16,date:[1966-08-16],0,https://archive.org/download/marionstokesjournal1966-08-16/__ia_thumb.jpg,2,[239 234 212],10.4,undetermined
"Marion Stokes Journal (August 20, 1966)",marionstokesjournal1966-08-20,http://archive.org/details/marionstokesjournal1966-08-20,date:[1966-08-20],0,https://archive.org/download/marionstokesjournal1966-08-20/__ia_thumb.jpg,3,[241 239 223],12.6,undetermined
"Marion Stokes Journal (August 23, 1966)",marionstokesjournal1966-08-23,http://archive.org/details/marionstokesjournal1966-08-23,date:[1966-08-23],0,https://archive.org/download/marionstokesjournal1966-08-23/__ia_thumb.jpg,6,[241 238 220],14.4,undetermined
"Marion Stokes Journal (August 27, 1966)",marionstokesjournal1966-08-27,http://archive.org/details/marionstokesjournal1966-08-27,date:[1966-08-27],0,https://archive.org/download/marionstokesjournal1966-08-27/__ia_thumb.jpg,4,[207 175 132],13.3,undetermined
"Marion Stokes Journal (August 28, 1966)",marionstokesjournal1966-08-28,http://archive.org/details/marionstokesjournal1966-08-28,date:[1966-08-28],0,https://archive.org/download/marionstokesjournal1966-08-28/__ia_thumb.jpg,4,[242 240 222],14.2,undetermined
"Marion Stokes Journal (September 1, 1966)",marionstokesjournal1966-09-01,http://archive.org/details/marionstokesjournal1966-09-01,date:[1966-09-01],0,https://archive.org/download/marionstokesjournal1966-09-01/__ia_thumb.jpg,3,[238 233 213],13.2,undetermined
"Marion Stokes Journal (September 5, 1966)",marionstokesjournal1966-09-05,http://archive.org/details/marionstokesjournal1966-09-05,date:[1966-09-05],0,https://archive.org/download/marionstokesjournal1966-09-05/__ia_thumb.jpg,2,[218 194 135],22.2,undetermined
"Marion Stokes Journal (September 8, 1966)",marionstokesjournal1966-09-08,http://archive.org/details/marionstokesjournal1966-09-08,date:[1966-09-08],0,https://archive.org/download/marionstokesjournal1966-09-08/__ia_thumb.jpg,13,[229 219 198],14.2,undetermined
"Marion Stokes Journal (September 9, 1966)",marionstokesjournal1966-09-09,http://archive.org/details/marionstokesjournal1966-09-09,date:[1966-09-09],0,https://archive.org/download/marionstokesjournal1966-09-09/__ia_thumb.jpg,2,[230 217 190],12.9,undetermined
"Marion Stokes Journal (October 1, 1966)",marionstokesjournal1966-10-01,http://archive.org/details/marionstokesjournal1966-10-01,date:[1966-10-01],0,https://archive.org/download/marionstokesjournal1966-10-01/__ia_thumb.jpg,2,[214 192 152],16.5,undetermined
"Marion Stokes Journal (October 2, 1966)",marionstokesjournal1966-10-02,http://archive.org/details/marionstokesjournal1966-10-02,date:[1966-10-02],0,https://archive.org/download/marionstokesjournal1966-10-02/__ia_thumb.jpg,2,[218 195 154],9.5,undetermined
"Marion Stokes Journal (October 27, 1966)",marionstokesjournal1966-10-27,http://archive.org/details/marionstokesjournal1966-10-27,date:[1966-10-27],0,https://archive.org/download/marionstokesjournal1966-10-27/__ia_thumb.jpg,4,[209 185 146],15.7,undetermined
"Marion Stokes Journal (November 4, 1966)",marionstokesjournal1966-11-04,http://archive.org/details/marionstokesjournal1966-11-04,date:[1966-11-04],0,https://archive.org/download/marionstokesjournal1966-11-04/__ia_thumb.jpg,3,[209 185 146],14.4,undetermined
"Marion Stokes Journal (November 17, 1966)",marionstokesjournal1966-11-17,http://archive.org/details/marionstokesjournal1966-11-17,date:[1966-11-17],0,https://archive.org/download/marionstokesjournal1966-11-17/__ia_thumb.jpg,3,[235 231 217],10.1,undetermined
"Marion Stokes Journal (November 20, 1966)",marionstokesjournal1966-11-20,http://archive.org/details/marionstokesjournal1966-11-20,date:[1966-11-20],0,https://archive.org/download/marionstokesjournal1966-11-20/__ia_thumb.jpg,3,[222 201 160],27.8,undetermined
"Marion Stokes Journal (November 29, 1966)",marionstokesjournal1966-11-29,http://archive.org/details/marionstokesjournal1966-11-29,date:[1966-11-29],0,https://archive.org/download/marionstokesjournal1966-11-29/__ia_thumb.jpg,3,[222 202 162],17.1,undetermined
"Marion Stokes Journal (December 1, 1966)",marionstokesjournal1966-12-01,http://archive.org/details/marionstokesjournal1966-12-01,date:[1966-12-01],0,https://archive.org/download/marionstokesjournal1966-12-01/__ia_thumb.jpg,3,[216 194 153],17.9,undetermined
"Marion Stokes Journal (December 3, 1966)",marionstokesjournal1966-12-03,http://archive.org/details/marionstokesjournal1966-12-03,date:[1966-12-03],0,https://archive.org/download/marionstokesjournal1966-12-03/__ia_thumb.jpg,5,[205 174 131],14.0,undetermined
"Marion Stokes Journal (December 5, 1966)",marionstokesjournal1966-12-05,http://archive.org/details/marionstokesjournal1966-12-05,date:[1966-12-05],0,https://archive.org/download/marionstokesjournal1966-12-05/__ia_thumb.jpg,2,[205 174 131],14.1,undetermined
"Marion Stokes Journal (December 13, 1966)",marionstokesjournal1966-12-13,http://archive.org/details/marionstokesjournal1966-12-13,date:[1966-12-13],0,https://archive.org/download/marionstokesjournal1966-12-13/__ia_thumb.jpg,3,[216 193 154],3.7,undetermined
"Marion Stokes Journal (December 15, 1966)",marionstokesjournal1966-12-15,http://archive.org/details/marionstokesjournal1966-12-15,date:[1966-12-15],0,https://archive.org/download/marionstokesjournal1966-12-15/__ia_thumb.jpg,8,[238 234 223],5.6,undetermined
"Marion Stokes Journal (December 19, 1966)",marionstokesjournal1966-12-19,http://archive.org/details/marionstokesjournal1966-12-19,date:[1966-12-19],0,https://archive.org/download/marionstokesjournal1966-12-19/__ia_thumb.jpg,4,[235 225 204],12.3,undetermined
"Marion Stokes Journal (January 2, 1967)",marionstokesjournal1967-01-02,http://archive.org/details/marionstokesjournal1967-01-02,date:[1967-01-02],0,https://archive.org/download/marionstokesjournal1967-01-02/__ia_thumb.jpg,3,[236 234 226],16.2,undetermined
"Marion Stokes Journal (January 7, 1967)",marionstokesjournal1967-01-07,http://archive.org/details/marionstokesjournal1967-01-07,date:[1967-01-07],0,https://archive.org/download/marionstokesjournal1967-01-07/__ia_thumb.jpg,4,[236 228 211],11.5,undetermined
"Marion Stokes Journal (January 9, 1967)",marionstokesjournal1967-01-09,http://archive.org/details/marionstokesjournal1967-01-09,date:[1967-01-09],0,https://archive.org/download/marionstokesjournal1967-01-09/__ia_thumb.jpg,4,[238 230 213],9.8,undetermined
"Marion Stokes Journal (January 10, 1967)",marionstokesjournal1967-01-10,http://archive.org/details/marionstokesjournal1967-01-10,date:[1967-01-10],0,https://archive.org/download/marionstokesjournal1967-01-10/__ia_thumb.jpg,5,[242 239 228],14.8,undetermined
"Marion Stokes Journal (January 10, 1967)",marionstokesjournal1967-01-13,http://archive.org/details/marionstokesjournal1967-01-13,date:[1967-01-10],0,https://archive.org/download/marionstokesjournal1967-01-13/__ia_thumb.jpg,3,[236 234 225],14.5,undetermined
"Marion Stokes Journal (January 15, 1967)",marionstokesjournal1967-01-15,http://archive.org/details/marionstokesjournal1967-01-15,date:[1967-01-15],0,https://archive.org/download/marionstokesjournal1967-01-15/__ia_thumb.jpg,2,[237 235 226],15.2,undetermined
"Marion Stokes Journal (January 16, 1967)",marionstokesjournal1967-01-16,http://archive.org/details/marionstokesjournal1967-01-16,date:[1967-01-16],0,https://archive.org/download/marionstokesjournal1967-01-16/__ia_thumb.jpg,3,[236 234 226],15.0,undetermined
"Marion Stokes Journal (January 17, 1967)",marionstokesjournal1967-01-17,http://archive.org/details/marionstokesjournal1967-01-17,date:[1967-01-17],0,https://archive.org/download/marionstokesjournal1967-01-17/__ia_thumb.jpg,2,[236 234 227],13.0,undetermined
"Marion Stokes Journal (January 21, 1967)",marionstokesjournal1967-01-21,http://archive.org/details/marionstokesjournal1967-01-21,date:[1967-01-21],0,https://archive.org/download/marionstokesjournal1967-01-21/__ia_thumb.jpg,3,[236 234 227],17.1,undetermined
"Marion Stokes Journal (January 28, 1967)",marionstokesjournal1967-01-28,http://archive.org/details/marionstokesjournal1967-01-28,date:[1967-01-28],0,https://archive.org/download/marionstokesjournal1967-01-28/__ia_thumb.jpg,2,[230 214 188],11.7,undetermined
"Marion Stokes Journal (February 2, 1967)",marionstokesjournal1967-02-02,http://archive.org/details/marionstokesjournal1967-02-02,date:[1967-02-02],0,https://archive.org/download/marionstokesjournal1967-02-02/__ia_thumb.jpg,5,[235 233 227],15.9,undetermined
"Marion Stokes Journal (February 4, 1967)",marionstokesjournal1967-02-04,http://archive.org/details/marionstokesjournal1967-02-04,date:[1967-02-04],0,https://archive.org/download/marionstokesjournal1967-02-04/__ia_thumb.jpg,3,[238 235 226],1.8,undetermined
"Marion Stokes Journal (February 5, 1967)",marionstokesjournal1967-02-05,http://archive.org/details/marionstokesjournal1967-02-05,date:[1967-02-05],0,https://archive.org/download/marionstokesjournal1967-02-05/__ia_thumb.jpg,3,[235 233 224],16.6,undetermined
"Marion Stokes Journal (February 11, 1967)",marionstokesjournal1967-02-11,http://archive.org/details/marionstokesjournal1967-02-11,date:[1967-02-11],0,https://archive.org/download/marionstokesjournal1967-02-11/__ia_thumb.jpg,4,[238 237 233],15.0,undetermined
"Marion Stokes Journal (February 19, 1967)",marionstokesjournal1967-02-19,http://archive.org/details/marionstokesjournal1967-02-19,date:[1967-02-19],0,https://archive.org/download/marionstokesjournal1967-02-19/__ia_thumb.jpg,3,[238 237 232],14.1,undetermined
"Marion Stokes Journal (February 26, 1967)",marionstokesjournal1967-02-26,http://archive.org/details/marionstokesjournal1967-02-26,date:[1967-02-26],0,https://archive.org/download/marionstokesjournal1967-02-26/__ia_thumb.jpg,3,[215 193 158],17.4,undetermined
"Marion Stokes Journal (March 1, 1967)",marionstokesjournal1967-03-01,http://archive.org/details/marionstokesjournal1967-03-01,date:[1967-03-01],0,https://archive.org/download/marionstokesjournal1967-03-01/__ia_thumb.jpg,3,[215 193 157],14.2,undetermined
"Marion Stokes Journal (March 2, 1967)",marionstokesjournal1967-03-02,http://archive.org/details/marionstokesjournal1967-03-02,date:[1967-03-02],0,https://archive.org/download/marionstokesjournal1967-03-02/__ia_thumb.jpg,4,[236 234 227],16.3,undetermined
"Marion Stokes Journal (March 5, 1967)",marionstokesjournal1967-03-05,http://archive.org/details/marionstokesjournal1967-03-05,date:[1967-03-05],0,https://archive.org/download/marionstokesjournal1967-03-05/__ia_thumb.jpg,3,[235 234 228],15.6,undetermined
"Marion Stokes Journal (March 24, 1967)",marionstokesjournal1967-03-24,http://archive.org/details/marionstokesjournal1967-03-24,date:[1967-03-24],0,https://archive.org/download/marionstokesjournal1967-03-24/__ia_thumb.jpg,3,[236 234 228],16.1,undetermined
"Marion Stokes Journal (March 28, 1967)",marionstokesjournal1967-03-28,http://archive.org/details/marionstokesjournal1967-03-28,date:[1967-03-28],0,https://archive.org/download/marionstokesjournal1967-03-28/__ia_thumb.jpg,3,[236 234 228],13.7,undetermined
"Marion Stokes Journal (March 31, 1967)",marionstokesjournal1967-03-31,http://archive.org/details/marionstokesjournal1967-03-31,date:[1967-03-31],0,https://archive.org/download/marionstokesjournal1967-03-31/__ia_thumb.jpg,2,[236 234 228],17.6,undetermined
"Marion Stokes Journal (April 2, 1967)",marionstokesjournal1967-04-02,http://archive.org/details/marionstokesjournal1967-04-02,date:[1967-04-02],0,https://archive.org/download/marionstokesjournal1967-04-02/__ia_thumb.jpg,2,[220 200 160],16.3,undetermined
"Marion Stokes Journal (April 4, 1967)",marionstokesjournal1967-04-04,http://archive.org/details/marionstokesjournal1967-04-04,date:[1967-04-04],0,https://archive.org/download/marionstokesjournal1967-04-04/__ia_thumb.jpg,3,[219 197 157],17.9,undetermined
"Marion Stokes Journal (April 13, 1967)",marionstokesjournal1967-04-13,http://archive.org/details/marionstokesjournal1967-04-13,date:[1967-04-13],0,https://archive.org/download/marionstokesjournal1967-04-13/__ia_thumb.jpg,4,[237 234 222],18.2,undetermined
"Marion Stokes Journal (April 14, 1967)",marionstokesjournal1967-04-14,http://archive.org/details/marionstokesjournal1967-04-14,date:[1967-04-14],0,https://archive.org/download/marionstokesjournal1967-04-14/__ia_thumb.jpg,2,[236 234 224],12.0,undetermined
"Marion Stokes Journal (April 16, 1967)",marionstokesjournal1967-04-16,http://archive.org/details/marionstokesjournal1967-04-16,date:[1967-04-16],0,https://archive.org/download/marionstokesjournal1967-04-16/__ia_thumb.jpg,2,[236 234 225],12.2,undetermined
"Marion Stokes Journal (April 17, 1967)",marionstokesjournal1967-04-17,http://archive.org/details/marionstokesjournal1967-04-17,date:[1967-04-17],0,https://archive.org/download/marionstokesjournal1967-04-17/__ia_thumb.jpg,3,[235 233 225],10.8,undetermined
"Marion Stokes Journal (April 19, 1967)",marionstokesjournal1967-04-19,http://archive.org/details/marionstokesjournal1967-04-19,date:[1967-04-19],0,https://archive.org/download/marionstokesjournal1967-04-19/__ia_thumb.jpg,3,[235 234 226],12.4,undetermined
"Marion Stokes Journal (April 20, 1967)",marionstokesjournal1967-04-20,http://archive.org/details/marionstokesjournal1967-04-20,date:[1967-04-20],0,https://archive.org/download/marionstokesjournal1967-04-20/__ia_thumb.jpg,3,[237 234 221],16.7,undetermined
"Marion Stokes Journal (April 23, 1967)",marionstokesjournal1967-04-23,http://archive.org/details/marionstokesjournal1967-04-23,date:[1967-04-23],0,https://archive.org/download/marionstokesjournal1967-04-23/__ia_thumb.jpg,2,[237 233 219],16.5,undetermined
"Marion Stokes Journal (April 24, 1967)",marionstokesjournal1967-04-24,http://archive.org/details/marionstokesjournal1967-04-24,date:[1967-04-24],0,https://archive.org/download/marionstokesjournal1967-04-24/__ia_thumb.jpg,3,[235 230 215],16.2,undetermined
"Marion Stokes Journal (April 25 and 26, 1967)",marionstokesjournal1967-04-25,http://archive.org/details/marionstokesjournal1967-04-25,date:[1967-04-25 AND 1967-04-26],0,https://archive.org/download/marionstokesjournal1967-04-25/__ia_thumb.jpg,4,[238 234 219],16.3,undetermined
"Marion Stokes Journal (April 27, 1967)",marionstokesjournal1967-04-27,http://archive.org/details/marionstokesjournal1967-04-27,date:[1967-04-27],0,https://archive.org/download/marionstokesjournal1967-04-27/__ia_thumb.jpg,3,[238 233 220],16.0,undetermined
"Marion Stokes Journal (April 30 and May 1, 1967)",marionstokesjournal1967-04-30,http://archive.org/details/marionstokesjournal1967-04-30,date:[1967-04-30 AND 1967-05-01],0,https://archive.org/download/marionstokesjournal1967-04-30/__ia_thumb.jpg,3,[239 234 217],22.5,undetermined
"Marion Stokes Journal (May 2 & 3, 1967)",marionstokesjournal1967-05-02,http://archive.org/details/marionstokesjournal1967-05-02,date:[1967-05-02 AND 1967-05-03],0,https://archive.org/download/marionstokesjournal1967-05-02/__ia_thumb.jpg,4,[236 233 219],17.6,undetermined
"Marion Stokes Journal (May 4, 1967)",marionstokesjournal1967-05-04,http://archive.org/details/marionstokesjournal1967-05-04,date:[1967-05-04],0,https://archive.org/download/marionstokesjournal1967-05-04/__ia_thumb.jpg,5,[237 233 219],16.0,undetermined
"Marion Stokes Journal (May 7, 1967)",marionstokesjournal1967-05-07,http://archive.org/details/marionstokesjournal1967-05-07,date:[1967-05-07],0,https://archive.org/download/marionstokesjournal1967-05-07/__ia_thumb.jpg,2,[218 196 158],9.7,undetermined
"Marion Stokes Journal (May 8, 1967)",marionstokesjournal1967-05-08,http://archive.org/details/marionstokesjournal1967-05-08,date:[1967-05-08],0,https://archive.org/download/marionstokesjournal1967-05-08/__ia_thumb.jpg,3,[217 196 160],12.9,undetermined
"Marion Stokes Journal (May 15, 1967)",marionstokesjournal1967-05-15,http://archive.org/details/marionstokesjournal1967-05-15,date:[1967-05-15],0,https://archive.org/download/marionstokesjournal1967-05-15/__ia_thumb.jpg,2,[239 236 225],2.2,undetermined
"Marion Stokes Journal (May 16, 1967)",marionstokesjournal1967-05-16,http://archive.org/details/marionstokesjournal1967-05-16,date:[1967-05-16],0,https://archive.org/download/marionstokesjournal1967-05-16/__ia_thumb.jpg,2,[235 232 221],16.9,undetermined
"Marion Stokes Journal (May 17, 1967)",marionstokesjournal1967-05-17,http://archive.org/details/marionstokesjournal1967-05-17,date:[1967-05-17],0,https://archive.org/download/marionstokesjournal1967-05-17/__ia_thumb.jpg,3,[237 234 224],13.6,undetermined
"Marion Stokes Journal (May 18, 1967)",marionstokesjournal1967-05-18,http://archive.org/details/marionstokesjournal1967-05-18,date:[1967-05-18],0,https://archive.org/download/marionstokesjournal1967-05-18/__ia_thumb.jpg,3,[234 231 220],15.1,undetermined
"Marion Stokes Journal (June, 1967)",marionstokesjournal1967-06-00,http://archive.org/details/marionstokesjournal1967-06,date:[1967-06-01 TO 1967-06-30],0,https://archive.org/download/marionstokesjournal1967-06-00/__ia_thumb.jpg,2,[241 238 227],8.3,undetermined
"Marion Stokes Journal (June 5, 1967)",marionstokesjournal1967-06-05,http://archive.org/details/marionstokesjournal1967-06-05,date:[1967-06-05],0,https://archive.org/download/marionstokesjournal1967-06-05/__ia_thumb.jpg,4,[236 221 194],11.5,undetermined
"Marion Stokes Journal (June 8, 1967)",marionstokesjournal1967-06-08,http://archive.org/details/marionstokesjournal1967-06-08,date:[1967-06-08],0,https://archive.org/download/marionstokesjournal1967-06-08/__ia_thumb.jpg,3,[239 236 224],10.7,undetermined
"Marion Stokes Journal (June 10, 1967)",marionstokesjournal1967-06-10,http://archive.org/details/marionstokesjournal1967-06-10,date:[1967-06-10],0,https://archive.org/download/marionstokesjournal1967-06-10/__ia_thumb.jpg,5,[237 228 171],21.2,undetermined
"Marion Stokes Journal (June 12, 1967)",marionstokesjournal1967-06-12,http://archive.org/details/marionstokesjournal1967-06-12,date:[1967-06-12],0,https://archive.org/download/marionstokesjournal1967-06-12/__ia_thumb.jpg,4,[231 228 216],22.5,undetermined
"Marion Stokes Journal (June 15, 1967)",marionstokesjournal1967-06-15,http://archive.org/details/marionstokesjournal1967-06-15,date:[1967-06-15],0,https://archive.org/download/marionstokesjournal1967-06-15/__ia_thumb.jpg,3,[243 239 227],15.2,undetermined
"Marion Stokes Journal (June 16, 1967)",marionstokesjournal1967-06-16,http://archive.org/details/marionstokesjournal1967-06-16,date:[1967-06-16],0,https://archive.org/download/marionstokesjournal1967-06-16/__ia_thumb.jpg,4,[241 240 232],11.9,undetermined
"Marion Stokes Journal (June 17, 1967)",marionstokesjournal1967-06-17,http://archive.org/details/marionstokesjournal1967-06-17,date:[1967-06-17],0,https://archive.org/download/marionstokesjournal1967-06-17/__ia_thumb.jpg,6,[239 240 233],14.4,undetermined
"Marion Stokes Journal (June 18, 1967)",marionstokesjournal1967-06-18,http://archive.org/details/marionstokesjournal1967-06-18,date:[1967-06-18],0,https://archive.org/download/marionstokesjournal1967-06-18/__ia_thumb.jpg,3,[237 232 217],11.3,undetermined
"Marion Stokes Journal (June 19, 1967)",marionstokesjournal1967-06-19,http://archive.org/details/marionstokesjournal1967-06-19,date:[1967-06-19],0,https://archive.org/download/marionstokesjournal1967-06-19/__ia_thumb.jpg,4,[239 233 214],12.2,undetermined
"Marion Stokes Journal (June 25, 1967)",marionstokesjournal1967-06-25,http://archive.org/details/marionstokesjournal1967-06-25,date:[1967-06-25],0,https://archive.org/download/marionstokesjournal1967-06-25/__ia_thumb.jpg,3,[236 234 226],20.6,undetermined
"Marion Stokes Journal (June 29, 1967)",marionstokesjournal1967-06-29,http://archive.org/details/marionstokesjournal1967-06-29,date:[1967-06-29],0,https://archive.org/download/marionstokesjournal1967-06-29/__ia_thumb.jpg,6,[236 234 226],20.8,undetermined
"Marion Stokes Journal (June 30, 1967)",marionstokesjournal1967-06-30,http://archive.org/details/marionstokesjournal1967-06-30,date:[1967-06-30],0,https://archive.org/download/marionstokesjournal1967-06-30/__ia_thumb.jpg,3,[239 236 225],1.7,undetermined
"Marion Stokes Journal (July 2, 1967)",marionstokesjournal1967-07-02,http://archive.org/details/marionstokesjournal1967-07-02,date:[1967-07-02],0,https://archive.org/download/marionstokesjournal1967-07-02/__ia_thumb.jpg,3,[236 234 224],16.1,undetermined
"Marion Stokes Journal (July 3, 1967)",marionstokesjournal1967-07-03,http://archive.org/details/marionstokesjournal1967-07-03,date:[1967-07-03],0,https://archive.org/download/marionstokesjournal1967-07-03/__ia_thumb.jpg,4,[242 241 235],12.2,undetermined
"Marion Stokes Journal (July 5, 1967)",marionstokesjournal1967-07-05,http://archive.org/details/marionstokesjournal1967-07-05,date:[1967-07-05],0,https://archive.org/download/marionstokesjournal1967-07-05/__ia_thumb.jpg,3,[236 234 225],16.9,undetermined
"Marion Stokes Journal (July 6, 1967)",marionstokesjournal1967-07-06,http://archive.org/details/marionstokesjournal1967-07-06,date:[1967-07-06],0,https://archive.org/download/marionstokesjournal1967-07-06/__ia_thumb.jpg,3,[235 233 226],23.1,undetermined
"Marion Stokes Journal (July 7, 1967)",marionstokesjournal1967-07-07,http://archive.org/details/marionstokesjournal1967-07-07,date:[1967-07-07],0,https://archive.org/download/marionstokesjournal1967-07-07/__ia_thumb.jpg,2,[242 241 234],11.7,undetermined
"Marion Stokes Journal (July 9, 1967)",marionstokesjournal1967-07-09,http://archive.org/details/marionstokesjournal1967-07-09,date:[1967-07-09],0,https://archive.org/download/marionstokesjournal1967-07-09/__ia_thumb.jpg,2,[238 235 224],4.0,undetermined
